date 8,date time,attacker id,att name,att power,att team,defender id,def name,def power,team,points,attacker patronage,defender patronage,att team id,def team id
20250412,12/4 15:09,4712527,HRCAK,1140090,Oli Mar Seb Mor Yas Aur,4341747,erdosman,1086979,Ruf K'A Dan Seb Mar Axe,20,Oli(11064) Alb(11064) Axe(11064) Fen(11064) Cai(11064),Oli(11064) Fen(11064) Cai(6676) Alb(9428) Axe(11064),183303,39706
20250412,12/4 18:44,4868542,stratis,1109970,Kho Dor Aug Ori Neb Dan,4368991,'9527,1084547,Isa Seb Hei Iri Mar Axe,20,Axe(11064) Alb(11064) Mer(11064)  ###  Cai(11064),Oli(11064) Fen(11064) Cai(11064) Alb(11064) Axe(11064),183303,39706
20250412,12/4 16:17,4454896,Team D,1137089,Kho Jet Aug Ori Neb Aur,4567329,cs33,1123015,Ruf Nin Hei Iri Dor Kho,20,Oli(11064) Kho(11064) Axe(11064)  ###  Cai(11064),Oli(11064) Fen(11064) Alb(11064) Bis(11064) Axe(11064),183303,39706
20250412,12/4 18:41,4668830,TrumpReturns,1090110,Axe Ori Seb Isa Ast Aur,6749952,G.G,947122,Dan Neb Ori Aug Dor Kho,20,Bis(11064) Alb(11064) Axe(11064) Oli(9018) Cai(11064),Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064),183303,39706
20250412,12/4 16:31,4868542,stratis,1039553,Axe Ori Seb Isa Ast Aur,6749990,Sen,1115492,Dan Neb Ori Aug Dor Kho,20,Bis(11064) Alb(11064) Axe(11064) Oli(11064) Cai(11064),Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064),183303,39706
20250412,12/4 18:40,4668830,TrumpReturns,920068,Axe Dor Aug Ori Mor Aur,6750016,REX,1036142,Aur Ruf Hei Iri Dor Kho,20,Axe(11064) Alb(11064) Bis(11064) Oli(9018) Cai(11064),Cai(10308) Bis(10462) Axe(11064) Oli(11064) Mer(10700),183303,39706
20250412,12/4 16:18,4454896,Team D,1154678,Axe Aug Ori Seb Isa Aur,6750054,nobody,1005889,Dan Neb Ori Aug Dor Kho,20,Kho(11064) Axe(11064) Fen(8200) Oli(11064) Cai(11064),Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064),183303,39706
20250412,12/4 14:35,4750576,NoCanDo,1049967,Axe Faf Iri Hei Mor Dan,6750877,J.F,1106343,Ruf Ish Dan Faf Mar Kho,20,Oli(11064) Bis(11064) Alb(11064) Axe(11064) Cai(11064),Bis(11064) Fen(11064) Cai(11064) Oli(11064) Axe(10154),183303,39706
20250412,12/4 14:40,23402789,Ragto,1155633,Kho Dor Aug Ori Neb Dan,20924106,banana,1117730,Ruf Jul Ami Neb Hei Kho,20,Mer(10588) Alb(11064) Axe(11064)  ###  Cai(11064),Bis(11064) Oli(11064) Axe(11064) Cai(11064) Alb(11064),183303,39706
20250412,12/4 12:57,4587443,Momi,1162077,Kho Aug Ori Neb Mor Dan,20924178,Xman,1057230,Aur Ruf Hei Iri Dor Kho,20,Alb(11064) Mer(11064) Cai(11064) Oli(11064) Fen(11064),Cai(11064) Bis(11064) Axe(11064) Oli(11064) Mer(11064),183303,39706
20250412,12/4 14:38,23402789,Ragto,1155633,Kho Dor Aug Ori Neb Dan,20924199,Mm33,1084632,Ruf Jul Ami Neb Hei Kho,20,Mer(10588) Alb(11064) Axe(11064)  ###  Cai(11064),Bis(11064) Axe(11064) Oli(11064) Cai(11064) Alb(11064),183303,39706
20250411,11/4 21:09,4454896,Team D,1144703,Kho Jet Aug Ori Seb Dan,4298947,Nitzky,1073738,Ruf Seb LaC Iri Faf Axe,20,###  Kho(11064) Axe(11064) Oli(11064) Cai(11064),Axe(11064) Fen(11064) Mar(11064) Alb(11064) Oli(11064),183303,187932
20250411,11/4 18:52,23402789,Ragto,1170416,Kho Dor Aug Ori Seb Dan,4702764,btshumi,1143903,Dan Neb Ori Aug Aid Kho,20,Mer(10546) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Fen(11064) Cai(11064) Kho(11064) Alb(11064) Mer(11064),183303,187932
20250411,11/4 18:53,23402789,Ragto,1155346,Kho Dor Aug Ori Neb Dan,4751615,Thunder,1080610,Ruf Dan Ami Seb The Axe,20,Mer(10546) Axe(11064) Bis(11064)  ###  Cai(11064),Oli(9722) Cai(11064) Axe(10685) Fen(11064) Mer(9018),183303,187932
20250411,11/4 16:46,4668830,TrumpReturns,1120302,Kho Fac Seb Isa K'A Aur,6749986,Maverick,1163032,Ara Dan Ami Neb Pol Axe,20,Axe(11064) Alb(11064) Oli(9018) Vex(11064) Cai(11064),Axe(11064) Fen(11064) Bis(11064) Cai(11064) Mar(11064),183303,187932
20250411,11/4 16:35,4425955,Tobi,1120472,Axe Dor Hei Seb Jhu Dan,11708626,Nadine,1195010,Ruf Mor Seb The Faf Axe,20,Axe(11064) Alb(11064) Oli(11064) Vex(10154) Cai(10154),Oli(11064) Axe(11064) Alb(11064) Mer(11064) Mar(11064),183303,187932
20250411,11/4 22:32,4868542,stratis,1063641,Axe Aug Ori Neb Mor Aur,21749405,StarShine,1135413,Ruf Neb Hei Ori Aug Kho,20,Alb(11064) Mer(11064)  ###  Oli(11064) Cai(11064),Oli(9456) Cai(9428) Alb(11064) Kho(11064) Axe(11064),183303,187932
20250411,11/4 19:29,4668830,TrumpReturns,1133192,Axe LaC Seb K'A Ast Aur,21750389,kuga,1138677,Dan Neb Seb Iri Dor Cai,20,Mar(9018) Alb(11064) Vex(11064) Oli(9018) Cai(11064),Cai(11064)  ###  Alb(11064) Bis(9428) Axe(11064),183303,187932
20250411,11/4 13:07,4750576,NoCanDo,1124409,Axe Iri Cel Dan Ara Ast,21752436,Achilles,1023174,Krv K'A Hei Iri Mar Axe,20,Bis(11064) Kho(11064) Cai(11064) Mar(9018) Axe(11064),Oli(11064) Fen(11064) Cai(11064) Alb(11064) Axe(11064),183303,187932
20250411,11/4 21:10,4454896,Team D,1137089,Kho Jet Aug Ori Neb Aur,22181735,Team natalia,912775,Ruf Ami Neb Hei Pol Kho,20,Oli(11064) Kho(11064) Axe(11064)  ###  Cai(11064),Oli(11064) Axe(11064) Cai(11064) Alb(11064) Kho(11064),183303,187932
20250411,11/4 22:31,4868542,stratis,1056672,Axe Aug Ori Neb Mor Dan,6750080,KYO,1144640,Ruf Dan Cel Seb Iri Axe,12,Alb(11064) Mer(11064)  ###  Oli(11064) Cai(11064),Bis(11064) Cai(11064) Axe(11064) Alb(11064) Oli(11064),183303,187932
20250411,11/4 17:14,4208957,patlacoche,1194945,Axe Seb Kai Dan K'A Krv,6750241,Baby M,988089,Aur Ami Neb Hei Pol Kho,11,Alb(11064) Mer(11064) Cai(11064) Mar(11064) Oli(11064),Oli(11064) Bis(11064) Cai(11064) Alb(11064) Mar(11064),183303,187932
20250411,11/4 20:53,4411696,Feinripp,1077404,Axe Faf Seb Neb Kay Jul,21748584,Mr.lee,1078738,Ruf Seb Hei Iri Dor Axe,11,Mar(9018) Fen(11064) Cai(11064) Alb(11064) Oli(11064),Bis(9428) Oli(11064) Cai(11064) Alb(11064) Axe(11064),183303,187932
20250411,11/4 13:17,4750576,NoCanDo,1076234,Axe Mar Iri Seb Mor Dan,21748584,Mr.lee,1078738,Ruf Seb Hei Iri Dor Axe,9,Oli(11064) Bis(11064) Alb(11064) Axe(11064) Cai(11064),Bis(9428) Oli(11064) Cai(11064) Alb(11064) Axe(11064),183303,187932
20250411,11/4 22:36,4598759,Rompehuesos,1088367,Alb Neb Jhu Dan Yas Mrk,6750080,KYO,1144640,Ruf Dan Cel Seb Iri Axe,5,Cai(11064) Vex(6429) Fen(11064) Alb(9428) Axe(11064),Bis(11064) Cai(11064) Axe(11064) Alb(11064) Oli(11064),183303,187932
20250410,10/4 14:25,4425955,Tobi,1097480,Kho Dor Hei Neb Ami Dan,4164472,S2000,1154271,Dan Seb Iri Pho Dor Axe,20,Mer(6327) Alb(11064)  ###  Axe(11064) Cai(10154),Cai(11064) Oli(9428) Bis(6327) Axe(11064) Mer(7804),183303,36637
20250410,10/4 13:58,4411696,Feinripp,1079331,Axe Faf Dor Neb Dan Kay,4177672,Team 4177671,732912,Krv Ast Yas Cel Mar Oli,20,Mar(9018) Axe(11064)  ###  Cai(11064) Alb(11064),Oli(9890) Bis(6254) Alb(10154) Kho(2404) Axe(4587),183303,36637
20250410,10/4 18:01,23402789,Ragto,1170180,Kho Dor Aug Ori Seb Dan,4282947,Vorr,1028798,Krv Gal Dan Mor Mar Axe,20,Mer(10462) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Bis(6676) Fen(4054) Cai(6866) Oli(11064) Axe(11064),183303,36637
20250410,10/4 17:00,4454896,Team D,1121139,Mer Hel Aug Ori Seb Aur,4331131,Team 4331131,1060711,Ast Yas Ara Kei Mar Axe,20,Mer(9018) Alb(11064) Axe(11064) Oli(11064) Cai(11064),Axe(11064) Cai(11064) Mar(11064) Alb(11064) Oli(11064),183303,36637
20250410,10/4 16:58,4454896,Team D,1142807,Kho Aid Aug Ori Neb Aur,4438023,Super Monkey,1010234,Dan Cel Neb Ori Faf Oli,20,Mer(9018) Kho(11064) Axe(11064)  ###  Cai(11064),Cai(10756) Axe(11064)  ###  Mer(9018) Oli(11064),183303,36637
20250410,10/4 17:08,4425955,Tobi,1097480,Kho Dor Hei Neb Ami Dan,4558141,Seven Stars,554745,Gal Yas Nin May Iri Oli,20,Mer(6327) Alb(11064)  ###  Axe(11064) Cai(10154),Alb(2686) Cai(2823) Fen(3781) Bis(3073) Oli(5446),183303,36637
20250410,10/4 13:52,4750576,NoCanDo,1100121,Axe Iri Cel Mor Dan Ara,4706427,ASTA,826668,Krv Yas Dan Mor Cel Oli,20,Bis(11064) Axe(11064) Oli(11064) Cai(11064) Mar(9018),Oli(7868) Cai(5116) Fen(5116) Axe(5116) Bis(4111),183303,36637
20250410,10/4 13:49,4208957,patlacoche,1194945,Axe Seb Kai Dan K'A Krv,4709432,Team 4709432,586692,Jul Gal Dan Cel Aid Oli,20,Alb(11064) Mer(11064) Cai(11064) Mar(11064) Oli(11064),Oli(9018) Fen(2907) Cai(2727) Kho(2907) Mer(1878),183303,36637
20250410,10/4 18:13,4668830,TrumpReturns,963259,Axe Dor Aug Ori Neb Aur,4811314,carlton,747513,Aur Ami Hei Dor Pol Axe,20,Axe(11064) Alb(11064) Bis(11064)  ###  Cai(11064),Cai(9402) Bis(4499) Alb(8870) Axe(7096) Mar(6995),183303,36637
20250410,10/4 13:48,4208957,patlacoche,1194945,Axe Seb Kai Dan K'A Krv,4826570,Aquaball,903367,Krv Gal Yas Art The Alb,20,Alb(11064) Mer(11064) Cai(11064) Mar(11064) Oli(11064),Oli(4308) Bis(8066) Fen(8518) Vex(2466) Axe(5766),183303,36637
20250410,10/4 18:02,23402789,Ragto,1170180,Kho Dor Aug Ori Seb Dan,17266322,Tukasa,968859,Ast Yas Alv May Ara Bis,20,Mer(10462) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Axe(4773) Cai(8518) Mer(3144) Bis(11064) Alb(11064),183303,36637
20250410,10/4 13:58,4411696,Feinripp,1079331,Axe Faf Dor Neb Dan Kay,38100084,small-herman,406503,Gal Yas Dan Krn Mar Axe,20,Mar(9018) Axe(11064)  ###  Cai(11064) Alb(11064),Alb(3313) Cai(3148) Fen(3223) Axe(3493) Oli(3313),183303,36637
20250410,10/4/25,4750576,NoCanDo,1097489,Axe Dor Iri Ara Yas Krv,53570455,HYDRE,1153000,Aur Mor Neb Hei Mar Axe,20,Kho(11064) Bis(10924)  ###  Cai(11064) Oli(11064),Axe Alb Cain ### Oli ,183303,37182
20250410,10/4 18:16,4668830,TrumpReturns,1063878,Axe Iri Seb Neb Isa Aur,4173623,Mahn,1095826,Ast Cel Ori Aug Mar Oli,11,Bis(11064) Alb(11064)  ###  Oli(9018) Cai(11064),Axe(11064) Bis(11064) Mer(11064) Alb(11064) Oli(11064),183303,36637
20250410,10/4 18:20,4868542,stratis,1109514,Axe Dor Aug Ori Neb Dan,4173623,Mahn,1095826,Ast Cel Ori Aug Mar Oli,9,Mer(11064) Axe(11064) Bis(11064)  ###  Cai(11064),Axe(11064) Bis(11064) Mer(11064) Alb(11064) Oli(11064),183303,36637
20250409,9/4 18:14,4668830,TrumpReturns,1123654,Axe LaC Seb Kai K'A Aur,4169990,besik,1184151,Krv Gal Ara Mor Mar Oli,20,Mar(9018) Alb(11064) Axe(11064) Vex(11064) Cai(11064),Bis(11064) Fen(11064) Alb(11064) Axe(11064) Oli(11064),183303,37032
20250409,9/4 14:54,23402789,Ragto,1169980,Kho Dor Aug Ori Seb Dan,4222452,Moro,1136920,Ast Kei Neb Jor Mar Alb,20,Mer(10420) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Oli(11064) Alb(11064) Cai(11064)  ###  Axe(5533),183303,37032
20250409,9/4 21:09,4598759,Rompehuesos,1145675,Kho Hel Ori Mor Dan Mrk,4255449,Buka,1051394,Krv Ast Yas Kei Ori Alb,20,Bis(11064) Kho(11064) Axe(11064) Cai(11064) Oli(11064),Oli(9428) Axe(9818) Alb(11064) Fen(11064) Mer(11064),183303,37032
20250409,9/4 13:41,4425955,Tobi,1097480,Kho Dor Hei Neb Ami Dan,4407602,Лулу,1089502,Cle Yas Jhu Lia Mar Axe,20,Mer(6327) Alb(11064)  ###  Axe(11064) Cai(10154),Fen(6686) Cai(11064) Vex(8518) Alb(11064) Oli(11064),183303,37032
20250409,9/4 18:12,4587443,Momi,1146024,Kho Dor Aug Ori Neb Dan,4407616,Vizshura,1137674,Krv Dan Seb Iri Mar Axe,20,Axe(11064) Alb(11064) Mer(11064) Cai(11064) Fen(11064),Alb(11064) Cai(11064) Fen(11064) Oli(7804) Axe(11064),183303,37032
20250409,9/4 13:32,4425955,Tobi,1107601,Axe Dor Hei Neb Ami Ast,4590606,Rampage,1149112,Krv Yas Dan Mor Dor Oli,20,Mer(6327) Alb(11064) Cai(10154) Axe(11064) Oli(11064),Alb(11064) Fen(11064) Cai(11064) Oli(11064) Axe(11064),183303,37032
20250409,9/4 18:48,4868542,stratis,1108601,Axe Dor Aug Ori Neb Dan,4637969,strelok,1115684,And Kei Jhu Lia Mar Axe,20,Mer(11064) Axe(11064) Bis(11064)  ###  Cai(11064),Oli(11064) Fen(11064) Vex(9439) Alb(11064) Axe(11064),183303,37032
20250409,09/04 14:53,23402789,Ragto,1169980,Kho Dor Aug Ori Seb Dan,4662563,Georgian,1031252,Ast K'A Neb Fac Mar Fen,20,Mer(10420) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Oli(6220) Fen(11064) Cai(8518) Axe(11064)  ###,183303,37032
20250409,9/4 17:04,4411696,Feinripp,1078398,Axe Faf Dor Neb Dan Kay,4680067,BOSS,1075895,Krv K'A Seb Fac Mar Axe,20,Mar(9018) Axe(11064)  ###  Cai(11064) Alb(11064),Oli(11064) Fen(10406) Alb(11064) Mar(11064) Axe(11064),183303,37032
20250409,9/4 19:56,4454896,Team D,1150253,Axe Hel Aug Ori Neb Aur,4771964,Ximera,1141550,Yas Mor Cel Neb Mar Axe,20,Mer(9018) Kho(11064) Axe(11064)  ###  Cai(11064),Alb(11064) Axe(11064) Mer(9428) Cai(10154) Oli(11064),183303,37032
20250409,9/4 17:32,4868542,stratis,1146106,Axe Hel Dor Ori Neb Aur,4815567,denis,1125114,Krv Yas Dan Seb Mar Axe,20,Kho(11064) Axe(11064) Mer(11064)  ###  Cai(11064),Oli(11064) Alb(11064) Cai(9428) Fen(5683) Axe(11064),183303,37032
20250409,9/4 19:55,4454896,Team D,1144898,Axe Aid Aug Ori Neb Aur,4822596,FireScarLion,1058576,Dan Cel Neb Iri Dor Axe,20,Alb(11064) Kho(11064) Axe(11064)  ###  Cai(11064),Cai(11064) Axe(11064)  ###  Alb(11064) Mer(11064),183303,37032
20250409,9/4 17:38,4668830,TrumpReturns,961766,Axe Dor Aug Ori Neb Aur,42251010,Firestarter,1113084,Krv Yas Seb Ori Mar Axe,20,Axe(11064) Alb(11064) Bis(11064)  ###  Cai(11064),Oli(4773) Cai(10154) Alb(10154) Mer(9428) Axe(11064),183303,37032
20250409,9/4 18:11,4587443,Momi,1146024,Kho Dor Aug Ori Neb Dan,46599889,Skorpio,1084772,Aur Jor Ori Dor Hel Bis,12,Axe(11064) Alb(11064) Mer(11064) Cai(11064) Fen(11064),Bis(10154) Oli(6894) Axe(6894)  ###  Mer(8094),183303,37032
20250409,9/4 21:08,4598759,Rompehuesos,1177080,Axe Hel Ori Dan Mrk Kay,46599889,Skorpio,1084772,Aur Jor Ori Dor Hel Bis,8,Bis(11064) Kho(11064) Cai(11064) Mer(11064) Alb(9428),Bis(10154) Oli(6894) Axe(6894)  ###  Mer(8094),183303,37032
20250408,8/4 13:00,23402789,Ragto,1169510,Kho Dor Aug Ori Seb Dan,4257149,Ernst Haft,1171895,Krv Ara Mor Moj Pho Oli,20,Mer(10252) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Oli(11064) Mar(11064) Axe(11064) Mer(11064) Alb(11064),183303,37509
20250408,8/4 12:59,4668830,TrumpReturns,961387,Axe Dor Aug Ori Neb Aur,4555939,Kilkenny,980670,Krv Yas Dan The Mar Oli,20,Axe(11064) Alb(11064) Bis(11064)  ###  Cai(11064),Oli(11064) Alb(11064) Fen(9428) Mer(6676) Axe(5766),183303,37509
20250408,8/4 14:18,4750576,NoCanDo,1061546,Axe Dor Iri Seb Mor Dan,4585981,Garfield,957156,Ast Gal Ara Gin Pho Oli,20,Mer(7394) Bis(11064) Alb(11064) Axe(11064) Cai(11064),Oli(8518)  ###   ###  Fen(6779)  ###,183303,37509
20250408,8/4 17:51,4454896,Team D,1150253,Axe Hel Aug Ori Neb Aur,4680915,Team WEGO,1106774,Krv Gal Yas Mor The Axe,20,Mer(9018) Kho(11064) Axe(11064)  ###  Cai(11064),Alb(10154) Oli(9468) Fen(3620) Axe(11064) Mar(3144),183303,37509
20250408,8/4 13:52,4587443,Momi,1146024,Kho Dor Aug Ori Neb Dan,4846365,m11,1075159,Krv K'A Jhu Iri Mar Alb,20,Axe(11064) Alb(11064) Mer(11064) Cai(11064) Fen(11064),Oli(8332) Fen(7422) Alb(9468) Bis(10154) Axe(8629),183303,37509
20250408,8/4 18:02,4868542,stratis,1116567,Axe Hel Aug Ori Neb Dan,4851844,Blacky,1113024,Krv Yas Dan Jhu Mar Alb,20,Axe(11064) Alb(11064) Mer(11064)  ###  Cai(11064),Alb(11064) Cai(9020) Fen(6920) Vex(5691) Oli(9428),183303,37509
20250408,8/4 15:13,4425955,Tobi,1107601,Axe Dor Hei Neb Ami Ast,10993884,Xiombad,1175270,Ast Yas Seb Gin Mar Axe,20,Mer(6327) Alb(11064) Cai(10154) Axe(11064) Oli(11064),Bis(9018) Alb(11064) Oli(11064) Fen(9020) Axe(11064),183303,37509
20250408,8/4 16:48,23402789,Ragto,1169670,Kho Dor Aug Ori Seb Dan,16036126,Nani,1121877,Krv K'A Yas Dan Mar Axe,20,Mer(10252) Axe(11064) Bis(11064) Alb(11064) Cai(11064),Oli(10154) Fen(7837) Alb(11064) Cai(5025) Axe(11064),183303,37509
20250408,8/4 15:15,4425955,Tobi,1107601,Axe Dor Hei Neb Ami Ast,20923405,Seelenjaeger,1164504,Ast Yas Jhu Neb Mar Oli,20,Mer(6327) Alb(11064) Cai(10154) Axe(11064) Oli(11064),Bis(9428) Fen(11064) Alb(11064) Cai(9428) Oli(11064),183303,37509
20250408,8/4 17:50,4454896,Team D,1152650,Axe Hel Aug Ori Neb Dan,20930588,Gandolf,987880,Aur Jul And Yas Mar Oli,20,Mer(9018) Kho(11064) Axe(11064)  ###  Cai(11064),Mer(4594) Bis(4864) Fen(4756) Cai(6244) Oli(11064),183303,37509
20250408,8/4 18:27,4668830,TrumpReturns,914250,Axe Dor Aug Ori Mor Aur,20946340,0935,1025252,Ruf Seb Hei Iri Dor Kho,20,Axe(11064) Alb(11064) Bis(11064) Oli(9018) Cai(11064),Oli(6676) Alb(11064) Axe(9018) Bis(9531) Mer(7130),183303,37509
20250408,8/4 17:58,4868542,stratis,1055935,Axe Aug Ori Neb Mor Dan,45392471,0932,1021544,Ruf Seb Hei Iri Mar Cai,20,Alb(11064) Mer(11064)  ###  Axe(11064) Cai(11064),Oli(6676) Fen(7394) Alb(11064) Bis(8124) Axe(9018),183303,37509
20250408,8/4 16:27,4598759,Rompehuesos,1143104,Axe Hel Mor Dan Yas Mrk,47186021,Blue,1167050,Ast Yas Isa Jhu Mar Axe,20,Bis(11064) Oli(11064) Fen(11064) Cai(11064) Axe(11064),Oli(11064) Cai(11064) Mar(11064) Alb(11064) Axe(11064),183303,37509
20250408,8/4 16:54,4208957,patlacoche,1194945,Axe Seb Kai Dan K'A Krv,55672903,JAM,1107465,Yas Ara Mor Jhu Mar Alb,20,Alb(11064) Mer(11064) Cai(11064) Mar(11064) Oli(11064),Alb(11064) Mar(6676) Axe(11064) Vex(10154) Oli(8308),183303,37509
20250408,8/4 12:37,4750576,NoCanDo,1119837,Axe Pho Iri Dan Ara Krv,56946152,Speedy Gonzales,1084715,Krv K'A Dan Mor Iri Oli,20,Kho(11064) Bis(11064) Cai(11064) Mar(9018) Oli(11064),Alb(6473) Mar(2494) Fen(2494) Oli(10154) Bis(9504),183303,37509
20250407,7/4 22:18,4868542,stratis,1045239,Kho Aug Ori Neb Jud Dan,20927669,Hi-Ji,1103264,Aur Ast Cel Neb Iri Axe,20,Axe(11064) Bis(11064)  ###  Mar(11064) Cai(11064),Axe(10378) Oli(8332) Mer(9593) Cai(9428) Alb(11064),183303,38806
20250407,7/4 22:15,4868542,stratis,1107502,Kho Dor Aug Ori Neb Dan,4347766,Grolabar,1070407,Ara Dan Neb Seb Ori Axe,20,Mer(11064) Axe(11064) Bis(11064)  ###  Cai(11064),Mar(9050) Cai(4773)  ###  Oli(11064) Axe(11064),183303,38806
20250407,7/4 21:00,4598759,Rompehuesos,1184242,Kho Hel Ori Dan Yas Mrk,4857948,Dlaister,1089773,Yas Jhu Neb Seb Mar Axe,20,Axe(11064) Mer(11064) Fen(11064) Cai(11064) Oli(11064),Alb(11064) Vex(7804) Cai(11064) Fen(7804) Axe(11064),183303,38806
20250407,7/4 20:53,4587443,Momi,1146024,Kho Dor Aug Ori Neb Dan,4818005,Team 4818005,1085508,Ara Mor Pho Pol Mar Axe,20,Axe(11064) Alb(11064) Mer(11064) Cai(11064) Fen(11064),Mar(11064) Oli(11064) Mer(11064) Kho(4773) Axe(11064),183303,38806
20250407,7/4 18:46,4454896,Team D,1143433,Axe Iri Aug Ori Seb Isa,4634885,Noyo,1148619,Aur Seb Ori Aug Dor Kho,20,Alb(11064) Kho(11064) Axe(11064) Fen(7969) Oli(11064),Cai(11064) Fen(11064) Axe(11064) Alb(11064) Mer(11064),183303,38806
20250407,7/4 17:11,4668830,TrumpReturns,997708,Axe Dor Aug Ori Ast Aur,4820170,Butch,1129450,Qin Mor Seb LaC Hel Cai,20,Axe(11064) Alb(11064) Bis(11064) Oli(9018) Cai(11064),Cai(11064) Oli(11064) Fen(11064) Vex(11064) Mer(11064),183303,38806
20250407,7/4 17:08,4668830,TrumpReturns,1127459,Axe Fac Jor Kai K'A Aur,20927731,gabacho,1153061,Ruf Dan Seb Iri Mar Axe,20,Mar(9018) Axe(11064) Bis(11064) Vex(11064) Cai(11064),Oli(11064) Cai(4326) Alb(11064) Bis(11064) Axe(11064),183303,38806
20250407,7/4 16:32,4750576,NoCanDo,1030641,Axe Mar Faf Iri Cel Dan,4835200,LindaMax,1090026,Yas Jhu Neb Seb Mar Axe,20,Oli(11064) Mar(9018) Bis(11064) Axe(11064) Cai(11064),Alb(11064) Vex(7804) Cai(11064) Fen(7804) Axe(11064),183303,38806
20250407,7/4 16:32,4454896,Team D,1150253,Axe Hel Aug Ori Neb Aur,8607691,Drug addiction,1125008,Krv Dan Seb Iri Mar Kho,20,Mer(9018) Kho(11064) Axe(11064)  ###  Cai(11064),Oli(11064) Cai(11064) Alb(11064) Bis(11064) Axe(11064),183303,38806
20250407,7/4 15:44,23402789,Ragto,1155330,Kho Dor Aug Ori Neb Dan,4750768,Fron,1035977,Ruf Ami Neb Hei Pol Axe,20,Mer(10252) Alb(11064) Axe(11064)  ###  Cai(11064),Oli(11064) Axe(9428) Cai(9428) Alb(9428) Kho(9762),183303,38806
20250407,7/4 15:42,23402789,Ragto,1155895,Alb Dor Iri Hei Mor Krv,4325679,sakurakko,1095656,Krv Ruf Hei Iri Mar Axe,20,Mer(10252) Bis(11064) Alb(11064) Axe(11064) Oli(11064),Oli(11064) Bis(7804) Cai(11064) Alb(11064) Axe(11064),183303,38806
20250407,7/4 14:17,4425955,Tobi,1143552,Axe Mar Hei Neb Ami Ast,4868968,linda,1089773,Yas Jhu Neb Seb Mar Axe,20,###  Alb(11064) Cai(10154) Axe(11064) Oli(11064),Alb(11064) Vex(7804) Cai(11064) Fen(7804) Axe(11064),183303,38806
20250407,7/4 13:35,4712527,HRCAK,1184149,Alb Mar Seb Cel Yas Aur,4415886,TAKAYUU,1080788,Krv K'A Yas Ori Mar Oli,20,Oli(11064) Alb(11064) Axe(11064) Fen(11064) Cai(11064),Oli(11064) Fen(4198) Alb(9146) Bis(4729) Axe(11064),183303,38806
20250407,7/4 16:10,4425955,Tobi,1082982,Axe Dor Hei Neb Isa Ast,4453006,Flat,1161129,Dan Neb Ori LaC Dor Kho,16,Mer(6327) Alb(11064) Cai(10154) Axe(11064) Oli(11064),Fen(11064) Cai(11064) Mer(11064) Vex(10644) Axe(11064),183303,38806
20250407,7/4 20:58,4598759,Rompehuesos,1184242,Axe Hel Ori Dan Yas Mrk,4453006,Flat,1161129,Dan Neb Ori LaC Dor Kho,4,Axe(11064) Mer(11064) Fen(11064) Cai(11064) Oli(11064),Fen(11064) Cai(11064) Mer(11064) Vex(10644) Axe(11064),183303,38806
20250405,05/04 12:34,4712527,HRCAK,1124881,Alb Mar Mor Ara Yas Aur,4341747,erdosman,1085709,Ruf K'A Dan Seb Mar Axe,20,Oli(11064) Axe(11064) Alb(11064) Fen(11064) Cai(11064),Oli(11064) Fen(11064) Cai(6676) Alb(9428) Axe(11064),183303,39706
20250405,05/04 13:14,4425955,Tobi,1079388,Axe Dor Hei Seb Isa Ast,4699445,AlA,1043535,Dan Neb Ori Aug Dor Kho,20,Mer(6327) Alb(11064) Oli(11064) Axe(11064) Bis(8518),Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064),183303,39706
20250405,05/04 19:14,4868542,stratis,1104330,Kho Dor Aug Ori Neb Dan,4704912,Linni,1058756,Ruf Ish Jhu Faf Mar Kho,20,Mer(11064) Axe(11064) Bis(11064)  ###  Cai(11064),Bis(11064) Fen(11064) Vex(10154) Oli(11064) Axe(11064),183303,39706
20250405,05/04 16:37,4587443,Momi,1145201,Kho Dor Aug Ori Neb Dan,6749952,G.G,938432,Dan Neb Ori Aug Dor Kho,20,Axe(11064) Alb(11064) Mer(11064) Cai(11064) Fen(11064),Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064),183303,39706
20250405,05/04 18:19,4454896,Team D,1154313,Axe Aug Ori Seb Isa Aur,6750054,nobody,1004039,Dan Neb Ori Aug Dor Kho,20,Kho(11064) Axe(11064) Fen(7804) Oli(11064) Cai(11064),Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064),183303,39706
20250405,05/04 14:52,4750576,NoCanDo,1047475,Axe Faf Iri Hei Mor Dan,6750877,J.F,1083609,Ruf Ish Dan Faf Mar Kho,20,Oli(11064) Bis(11064) Alb(11064) Axe(11064) Cai(11064),Bis(11064) Fen(11064) Cai(11064) Oli(11064) Axe(9888),183303,39706
